"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"FRA","POP","TOT","MLN_PER","A","1980",53.88001,
"FRA","POP","TOT","MLN_PER","A","1981",54.18182,
"FRA","POP","TOT","MLN_PER","A","1982",54.49249,
"FRA","POP","TOT","MLN_PER","A","1983",54.77242,
"FRA","POP","TOT","MLN_PER","A","1984",55.02608,
"FRA","POP","TOT","MLN_PER","A","1985",55.28427,
"FRA","POP","TOT","MLN_PER","A","1986",55.54651,
"FRA","POP","TOT","MLN_PER","A","1987",55.82396,
"FRA","POP","TOT","MLN_PER","A","1988",56.11798,
"FRA","POP","TOT","MLN_PER","A","1989",56.42341,
"FRA","POP","TOT","MLN_PER","A","1990",56.70883,
"FRA","POP","TOT","MLN_PER","A","1991",56.9756,
"FRA","POP","TOT","MLN_PER","A","1992",57.23985,
"FRA","POP","TOT","MLN_PER","A","1993",57.46709,
"FRA","POP","TOT","MLN_PER","A","1994",57.65877,
"FRA","POP","TOT","MLN_PER","A","1995",57.84425,
"FRA","POP","TOT","MLN_PER","A","1996",58.02599,
"FRA","POP","TOT","MLN_PER","A","1997",58.20749,
"FRA","POP","TOT","MLN_PER","A","1998",58.39779,
"FRA","POP","TOT","MLN_PER","A","1999",58.67741,
"FRA","POP","TOT","MLN_PER","A","2000",59.06239,
"FRA","POP","TOT","MLN_PER","A","2001",59.47623,
"FRA","POP","TOT","MLN_PER","A","2002",59.89387,
"FRA","POP","TOT","MLN_PER","A","2003",60.30363,
"FRA","POP","TOT","MLN_PER","A","2004",60.73434,
"FRA","POP","TOT","MLN_PER","A","2005",61.1815,
"FRA","POP","TOT","MLN_PER","A","2006",61.59748,
"FRA","POP","TOT","MLN_PER","A","2007",61.96505,
"FRA","POP","TOT","MLN_PER","A","2008",62.30029,
"FRA","POP","TOT","MLN_PER","A","2009",62.61547,
"FRA","POP","TOT","MLN_PER","A","2010",62.91779,
"FRA","POP","TOT","MLN_PER","A","2011",63.22316,
"FRA","POP","TOT","MLN_PER","A","2012",63.514,
"FRA","POP","TOT","MLN_PER","A","2013",63.78614,
"FRA","POP","TOT","MLN_PER","A","2014",64.06225,"B"
"DEU","POP","TOT","MLN_PER","A","1956",53.008,
"DEU","POP","TOT","MLN_PER","A","1957",53.656,
"DEU","POP","TOT","MLN_PER","A","1958",54.292,
"DEU","POP","TOT","MLN_PER","A","1959",54.876,
"DEU","POP","TOT","MLN_PER","A","1960",55.585,
"DEU","POP","TOT","MLN_PER","A","1961",56.175,
"DEU","POP","TOT","MLN_PER","A","1962",56.837,
"DEU","POP","TOT","MLN_PER","A","1963",57.389,
"DEU","POP","TOT","MLN_PER","A","1964",57.971,
"DEU","POP","TOT","MLN_PER","A","1965",58.619,
"DEU","POP","TOT","MLN_PER","A","1966",59.148,
"DEU","POP","TOT","MLN_PER","A","1967",59.286,
"DEU","POP","TOT","MLN_PER","A","1968",59.5,
"DEU","POP","TOT","MLN_PER","A","1969",60.067,
"DEU","POP","TOT","MLN_PER","A","1970",60.651,
"DEU","POP","TOT","MLN_PER","A","1971",61.302,
"DEU","POP","TOT","MLN_PER","A","1972",61.672,
"DEU","POP","TOT","MLN_PER","A","1973",61.976,
"DEU","POP","TOT","MLN_PER","A","1974",62.054,
"DEU","POP","TOT","MLN_PER","A","1975",61.829,
"DEU","POP","TOT","MLN_PER","A","1976",61.531,
"DEU","POP","TOT","MLN_PER","A","1977",61.4,
"DEU","POP","TOT","MLN_PER","A","1978",61.327,
"DEU","POP","TOT","MLN_PER","A","1979",61.359,
"DEU","POP","TOT","MLN_PER","A","1980",61.566,
"DEU","POP","TOT","MLN_PER","A","1981",61.682,
"DEU","POP","TOT","MLN_PER","A","1982",61.638,
"DEU","POP","TOT","MLN_PER","A","1983",61.423,"B"
"DEU","POP","TOT","MLN_PER","A","1984",61.175,
"DEU","POP","TOT","MLN_PER","A","1985",61.024,
"DEU","POP","TOT","MLN_PER","A","1986",61.066,"B"
"DEU","POP","TOT","MLN_PER","A","1987",61.077,
"DEU","POP","TOT","MLN_PER","A","1988",61.45,
"DEU","POP","TOT","MLN_PER","A","1989",62.063,
"DEU","POP","TOT","MLN_PER","A","1990",63.254,"B"
"DEU","POP","TOT","MLN_PER","A","1991",79.984,
"DEU","POP","TOT","MLN_PER","A","1992",80.595,
"DEU","POP","TOT","MLN_PER","A","1993",81.179,
"DEU","POP","TOT","MLN_PER","A","1994",81.422,
"DEU","POP","TOT","MLN_PER","A","1995",81.661,
"DEU","POP","TOT","MLN_PER","A","1996",81.895,
"DEU","POP","TOT","MLN_PER","A","1997",82.052,
"DEU","POP","TOT","MLN_PER","A","1998",82.029,"B"
"DEU","POP","TOT","MLN_PER","A","1999",82.024,
"DEU","POP","TOT","MLN_PER","A","2000",82.16,
"DEU","POP","TOT","MLN_PER","A","2001",82.277,
"DEU","POP","TOT","MLN_PER","A","2002",82.456,
"DEU","POP","TOT","MLN_PER","A","2003",82.502,
"DEU","POP","TOT","MLN_PER","A","2004",82.491,
"DEU","POP","TOT","MLN_PER","A","2005",82.465,
"DEU","POP","TOT","MLN_PER","A","2006",82.369,
"DEU","POP","TOT","MLN_PER","A","2007",82.257,
"DEU","POP","TOT","MLN_PER","A","2008",82.135,
"DEU","POP","TOT","MLN_PER","A","2009",81.904,
"DEU","POP","TOT","MLN_PER","A","2010",81.715,
"DEU","POP","TOT","MLN_PER","A","2011",80.249,
"DEU","POP","TOT","MLN_PER","A","2012",80.413,
"DEU","POP","TOT","MLN_PER","A","2013",80.611,
"DEU","POP","TOT","MLN_PER","A","2014",80.896,
"GRC","POP","TOT","MLN_PER","A","1950",7.554102,
"GRC","POP","TOT","MLN_PER","A","1951",7.632801,
"GRC","POP","TOT","MLN_PER","A","1952",7.743746,
"GRC","POP","TOT","MLN_PER","A","1953",7.83611,
"GRC","POP","TOT","MLN_PER","A","1954",7.893412,
"GRC","POP","TOT","MLN_PER","A","1955",7.965538,
"GRC","POP","TOT","MLN_PER","A","1956",8.031013,
"GRC","POP","TOT","MLN_PER","A","1957",8.096218,
"GRC","POP","TOT","MLN_PER","A","1958",8.173129,
"GRC","POP","TOT","MLN_PER","A","1959",8.258162,
"GRC","POP","TOT","MLN_PER","A","1960",8.331724,
"GRC","POP","TOT","MLN_PER","A","1961",8.39805,
"GRC","POP","TOT","MLN_PER","A","1962",8.448233,
"GRC","POP","TOT","MLN_PER","A","1963",8.479625,
"GRC","POP","TOT","MLN_PER","A","1964",8.510429,
"GRC","POP","TOT","MLN_PER","A","1965",8.550333,
"GRC","POP","TOT","MLN_PER","A","1966",8.613651,
"GRC","POP","TOT","MLN_PER","A","1967",8.684088,
"GRC","POP","TOT","MLN_PER","A","1968",8.740765,
"GRC","POP","TOT","MLN_PER","A","1969",8.772764,
"GRC","POP","TOT","MLN_PER","A","1970",8.792806,
"GRC","POP","TOT","MLN_PER","A","1971",8.831036,
"GRC","POP","TOT","MLN_PER","A","1972",8.888628,
"GRC","POP","TOT","MLN_PER","A","1973",8.929086,
"GRC","POP","TOT","MLN_PER","A","1974",8.962021,
"GRC","POP","TOT","MLN_PER","A","1975",9.04654,
"GRC","POP","TOT","MLN_PER","A","1976",9.18815,
"GRC","POP","TOT","MLN_PER","A","1977",9.308479,
"GRC","POP","TOT","MLN_PER","A","1978",9.429959,
"GRC","POP","TOT","MLN_PER","A","1979",9.548258,
"GRC","POP","TOT","MLN_PER","A","1980",9.642505,
"GRC","POP","TOT","MLN_PER","A","1981",9.72935,
"GRC","POP","TOT","MLN_PER","A","1982",9.789513,
"GRC","POP","TOT","MLN_PER","A","1983",9.846627,
"GRC","POP","TOT","MLN_PER","A","1984",9.895801,
"GRC","POP","TOT","MLN_PER","A","1985",9.9343,
"GRC","POP","TOT","MLN_PER","A","1986",9.967213,
"GRC","POP","TOT","MLN_PER","A","1987",10.00059,
"GRC","POP","TOT","MLN_PER","A","1988",10.03698,
"GRC","POP","TOT","MLN_PER","A","1989",10.0895,
"GRC","POP","TOT","MLN_PER","A","1990",10.1569,
"GRC","POP","TOT","MLN_PER","A","1991",10.25629,
"GRC","POP","TOT","MLN_PER","A","1992",10.36987,
"GRC","POP","TOT","MLN_PER","A","1993",10.46553,
"GRC","POP","TOT","MLN_PER","A","1994",10.55304,
"GRC","POP","TOT","MLN_PER","A","1995",10.63438,
"GRC","POP","TOT","MLN_PER","A","1996",10.70917,
"GRC","POP","TOT","MLN_PER","A","1997",10.7765,
"GRC","POP","TOT","MLN_PER","A","1998",10.83488,
"GRC","POP","TOT","MLN_PER","A","1999",10.88258,
"GRC","POP","TOT","MLN_PER","A","2000",10.91748,
"GRC","POP","TOT","MLN_PER","A","2001",10.95,
"GRC","POP","TOT","MLN_PER","A","2002",10.983,
"GRC","POP","TOT","MLN_PER","A","2003",11.016,
"GRC","POP","TOT","MLN_PER","A","2004",11.057,
"GRC","POP","TOT","MLN_PER","A","2005",11.093,
"GRC","POP","TOT","MLN_PER","A","2006",11.131,
"GRC","POP","TOT","MLN_PER","A","2007",11.163,
"GRC","POP","TOT","MLN_PER","A","2008",11.186,
"GRC","POP","TOT","MLN_PER","A","2009",11.185,
"GRC","POP","TOT","MLN_PER","A","2010",11.153,
"GRC","POP","TOT","MLN_PER","A","2011",11.124,
"GRC","POP","TOT","MLN_PER","A","2012",11.09,"B"
"HUN","POP","TOT","MLN_PER","A","1955",9.825,
"HUN","POP","TOT","MLN_PER","A","1956",9.856,
"HUN","POP","TOT","MLN_PER","A","1957",9.839,
"HUN","POP","TOT","MLN_PER","A","1958",9.882,
"HUN","POP","TOT","MLN_PER","A","1959",9.937,
"HUN","POP","TOT","MLN_PER","A","1960",9.984,
"HUN","POP","TOT","MLN_PER","A","1961",10.028,
"HUN","POP","TOT","MLN_PER","A","1962",10.061,
"HUN","POP","TOT","MLN_PER","A","1963",10.088,
"HUN","POP","TOT","MLN_PER","A","1964",10.12,
"HUN","POP","TOT","MLN_PER","A","1965",10.148,
"HUN","POP","TOT","MLN_PER","A","1966",10.179,
"HUN","POP","TOT","MLN_PER","A","1967",10.217,
"HUN","POP","TOT","MLN_PER","A","1968",10.256,
"HUN","POP","TOT","MLN_PER","A","1969",10.294,
"HUN","POP","TOT","MLN_PER","A","1970",10.338,
"HUN","POP","TOT","MLN_PER","A","1971",10.368,
"HUN","POP","TOT","MLN_PER","A","1972",10.398,
"HUN","POP","TOT","MLN_PER","A","1973",10.432,
"HUN","POP","TOT","MLN_PER","A","1974",10.479,
"HUN","POP","TOT","MLN_PER","A","1975",10.541,
"HUN","POP","TOT","MLN_PER","A","1976",10.599,
"HUN","POP","TOT","MLN_PER","A","1977",10.648,
"HUN","POP","TOT","MLN_PER","A","1978",10.685,
"HUN","POP","TOT","MLN_PER","A","1979",10.711,
"HUN","POP","TOT","MLN_PER","A","1980",10.711,
"HUN","POP","TOT","MLN_PER","A","1981",10.712,
"HUN","POP","TOT","MLN_PER","A","1982",10.706,
"HUN","POP","TOT","MLN_PER","A","1983",10.689,
"HUN","POP","TOT","MLN_PER","A","1984",10.668,
"HUN","POP","TOT","MLN_PER","A","1985",10.649,
"HUN","POP","TOT","MLN_PER","A","1986",10.631,
"HUN","POP","TOT","MLN_PER","A","1987",10.613,
"HUN","POP","TOT","MLN_PER","A","1988",10.596,
"HUN","POP","TOT","MLN_PER","A","1989",10.578,
"HUN","POP","TOT","MLN_PER","A","1990",10.374,
"HUN","POP","TOT","MLN_PER","A","1991",10.373,
"HUN","POP","TOT","MLN_PER","A","1992",10.369,
"HUN","POP","TOT","MLN_PER","A","1993",10.358,
"HUN","POP","TOT","MLN_PER","A","1994",10.343,
"HUN","POP","TOT","MLN_PER","A","1995",10.329,
"HUN","POP","TOT","MLN_PER","A","1996",10.311,
"HUN","POP","TOT","MLN_PER","A","1997",10.29,
"HUN","POP","TOT","MLN_PER","A","1998",10.267,
"HUN","POP","TOT","MLN_PER","A","1999",10.238,
"HUN","POP","TOT","MLN_PER","A","2000",10.211,
"HUN","POP","TOT","MLN_PER","A","2001",10.188,
"HUN","POP","TOT","MLN_PER","A","2002",10.159,
"HUN","POP","TOT","MLN_PER","A","2003",10.13,
"HUN","POP","TOT","MLN_PER","A","2004",10.107,
"HUN","POP","TOT","MLN_PER","A","2005",10.087,"B"
"HUN","POP","TOT","MLN_PER","A","2006",10.071,
"HUN","POP","TOT","MLN_PER","A","2007",10.056,
"HUN","POP","TOT","MLN_PER","A","2008",10.038,
"HUN","POP","TOT","MLN_PER","A","2009",10.023,
"HUN","POP","TOT","MLN_PER","A","2010",10,
"HUN","POP","TOT","MLN_PER","A","2011",9.972,
"HUN","POP","TOT","MLN_PER","A","2012",9.92,
"HUN","POP","TOT","MLN_PER","A","2013",9.893,
"HUN","POP","TOT","MLN_PER","A","2014",9.863,
"ISL","POP","TOT","MLN_PER","A","1956",0.1614,
"ISL","POP","TOT","MLN_PER","A","1957",0.1651,
"ISL","POP","TOT","MLN_PER","A","1958",0.1688,
"ISL","POP","TOT","MLN_PER","A","1959",0.1723,
"ISL","POP","TOT","MLN_PER","A","1960",0.1759,
"ISL","POP","TOT","MLN_PER","A","1961",0.1789,
"ISL","POP","TOT","MLN_PER","A","1962",0.1821,
"ISL","POP","TOT","MLN_PER","A","1963",0.1855,
"ISL","POP","TOT","MLN_PER","A","1964",0.1888,
"ISL","POP","TOT","MLN_PER","A","1965",0.1923,
"ISL","POP","TOT","MLN_PER","A","1966",0.1956,
"ISL","POP","TOT","MLN_PER","A","1967",0.1988,
"ISL","POP","TOT","MLN_PER","A","1968",0.2015,
"ISL","POP","TOT","MLN_PER","A","1969",0.2034,
"ISL","POP","TOT","MLN_PER","A","1970",0.2045,
"ISL","POP","TOT","MLN_PER","A","1971",0.2062,
"ISL","POP","TOT","MLN_PER","A","1972",0.2092,
"ISL","POP","TOT","MLN_PER","A","1973",0.2123,
"ISL","POP","TOT","MLN_PER","A","1974",0.2152,
"ISL","POP","TOT","MLN_PER","A","1975",0.218,
"ISL","POP","TOT","MLN_PER","A","1976",0.2202,
"ISL","POP","TOT","MLN_PER","A","1977",0.2218,
"ISL","POP","TOT","MLN_PER","A","1978",0.2235,
"ISL","POP","TOT","MLN_PER","A","1979",0.2257,
"ISL","POP","TOT","MLN_PER","A","1980",0.2281,
"ISL","POP","TOT","MLN_PER","A","1981",0.2308,
"ISL","POP","TOT","MLN_PER","A","1982",0.234,
"ISL","POP","TOT","MLN_PER","A","1983",0.237,
"ISL","POP","TOT","MLN_PER","A","1984",0.2395,
"ISL","POP","TOT","MLN_PER","A","1985",0.2414,
"ISL","POP","TOT","MLN_PER","A","1986",0.2432,
"ISL","POP","TOT","MLN_PER","A","1987",0.246,
"ISL","POP","TOT","MLN_PER","A","1988",0.2499,
"ISL","POP","TOT","MLN_PER","A","1989",0.2527,
"ISL","POP","TOT","MLN_PER","A","1990",0.2548,
"ISL","POP","TOT","MLN_PER","A","1991",0.258,
"ISL","POP","TOT","MLN_PER","A","1992",0.2611,
"ISL","POP","TOT","MLN_PER","A","1993",0.2638,
"ISL","POP","TOT","MLN_PER","A","1994",0.266,
"ISL","POP","TOT","MLN_PER","A","1995",0.2674,
"ISL","POP","TOT","MLN_PER","A","1996",0.2689,
"ISL","POP","TOT","MLN_PER","A","1997",0.2709,
"ISL","POP","TOT","MLN_PER","A","1998",0.2738,
"ISL","POP","TOT","MLN_PER","A","1999",0.2772,
"ISL","POP","TOT","MLN_PER","A","2000",0.2812,
"ISL","POP","TOT","MLN_PER","A","2001",0.285054,
"ISL","POP","TOT","MLN_PER","A","2002",0.287559,
"ISL","POP","TOT","MLN_PER","A","2003",0.289272,
"ISL","POP","TOT","MLN_PER","A","2004",0.292587,
"ISL","POP","TOT","MLN_PER","A","2005",0.295864,
"ISL","POP","TOT","MLN_PER","A","2006",0.304334,
"ISL","POP","TOT","MLN_PER","A","2007",0.311396,
"ISL","POP","TOT","MLN_PER","A","2008",0.319355,
"ISL","POP","TOT","MLN_PER","A","2009",0.319246,
"ISL","POP","TOT","MLN_PER","A","2010",0.318006,
"ISL","POP","TOT","MLN_PER","A","2011",0.319014,
"ISL","POP","TOT","MLN_PER","A","2012",0.320716,
"ISL","POP","TOT","MLN_PER","A","2013",0.323764,
"ISL","POP","TOT","MLN_PER","A","2014",0.3273855,
"IRL","POP","TOT","MLN_PER","A","1955",2.9209,
"IRL","POP","TOT","MLN_PER","A","1956",2.8985,
"IRL","POP","TOT","MLN_PER","A","1957",2.8853,
"IRL","POP","TOT","MLN_PER","A","1958",2.8527,
"IRL","POP","TOT","MLN_PER","A","1959",2.8456,
"IRL","POP","TOT","MLN_PER","A","1960",2.8321,
"IRL","POP","TOT","MLN_PER","A","1961",2.8183,
"IRL","POP","TOT","MLN_PER","A","1962",2.8301,
"IRL","POP","TOT","MLN_PER","A","1963",2.85,
"IRL","POP","TOT","MLN_PER","A","1964",2.8638,
"IRL","POP","TOT","MLN_PER","A","1965",2.8758,
"IRL","POP","TOT","MLN_PER","A","1966",2.884,
"IRL","POP","TOT","MLN_PER","A","1967",2.8997,
"IRL","POP","TOT","MLN_PER","A","1968",2.9122,
"IRL","POP","TOT","MLN_PER","A","1969",2.9252,
"IRL","POP","TOT","MLN_PER","A","1970",2.9499,
"IRL","POP","TOT","MLN_PER","A","1971",2.9782,
"IRL","POP","TOT","MLN_PER","A","1972",3.0244,
"IRL","POP","TOT","MLN_PER","A","1973",3.073,
"IRL","POP","TOT","MLN_PER","A","1974",3.1239,
"IRL","POP","TOT","MLN_PER","A","1975",3.1772,
"IRL","POP","TOT","MLN_PER","A","1976",3.2278,
"IRL","POP","TOT","MLN_PER","A","1977",3.2719,
"IRL","POP","TOT","MLN_PER","A","1978",3.314,
"IRL","POP","TOT","MLN_PER","A","1979",3.3682,
"IRL","POP","TOT","MLN_PER","A","1980",3.401,
"IRL","POP","TOT","MLN_PER","A","1981",3.4434,
"IRL","POP","TOT","MLN_PER","A","1982",3.48,
"IRL","POP","TOT","MLN_PER","A","1983",3.504,
"IRL","POP","TOT","MLN_PER","A","1984",3.529,
"IRL","POP","TOT","MLN_PER","A","1985",3.54,
"IRL","POP","TOT","MLN_PER","A","1986",3.5406,
"IRL","POP","TOT","MLN_PER","A","1987",3.5465,
"IRL","POP","TOT","MLN_PER","A","1988",3.5307,
"IRL","POP","TOT","MLN_PER","A","1989",3.5095,
"IRL","POP","TOT","MLN_PER","A","1990",3.5058,
"IRL","POP","TOT","MLN_PER","A","1991",3.5257,
"IRL","POP","TOT","MLN_PER","A","1992",3.5545,
"IRL","POP","TOT","MLN_PER","A","1993",3.5741,
"IRL","POP","TOT","MLN_PER","A","1994",3.5859,
"IRL","POP","TOT","MLN_PER","A","1995",3.6013,
"IRL","POP","TOT","MLN_PER","A","1996",3.6261,
"IRL","POP","TOT","MLN_PER","A","1997",3.6643,
"IRL","POP","TOT","MLN_PER","A","1998",3.7031,
"IRL","POP","TOT","MLN_PER","A","1999",3.7416,
"IRL","POP","TOT","MLN_PER","A","2000",3.7895,
"IRL","POP","TOT","MLN_PER","A","2001",3.8472,
"IRL","POP","TOT","MLN_PER","A","2002",3.9172,
"IRL","POP","TOT","MLN_PER","A","2003",3.9799,
"IRL","POP","TOT","MLN_PER","A","2004",4.0452,
"IRL","POP","TOT","MLN_PER","A","2005",4.1338,
"IRL","POP","TOT","MLN_PER","A","2006",4.2329,
"IRL","POP","TOT","MLN_PER","A","2007",4.3758,
"IRL","POP","TOT","MLN_PER","A","2008",4.4851,
"IRL","POP","TOT","MLN_PER","A","2009",4.5334,
"IRL","POP","TOT","MLN_PER","A","2010",4.5548,
"IRL","POP","TOT","MLN_PER","A","2011",4.5749,
"IRL","POP","TOT","MLN_PER","A","2012",4.5854,
"IRL","POP","TOT","MLN_PER","A","2013",4.5931,
"IRL","POP","TOT","MLN_PER","A","2014",4.6099,
"ITA","POP","TOT","MLN_PER","A","1956",47.657,
"ITA","POP","TOT","MLN_PER","A","1957",47.93,
"ITA","POP","TOT","MLN_PER","A","1958",48.321,
"ITA","POP","TOT","MLN_PER","A","1959",48.604,
"ITA","POP","TOT","MLN_PER","A","1960",48.967,
"ITA","POP","TOT","MLN_PER","A","1961",49.156,
"ITA","POP","TOT","MLN_PER","A","1962",49.563,
"ITA","POP","TOT","MLN_PER","A","1963",49.936,
"ITA","POP","TOT","MLN_PER","A","1964",50.439,
"ITA","POP","TOT","MLN_PER","A","1965",50.84,
"ITA","POP","TOT","MLN_PER","A","1966",51.227,
"ITA","POP","TOT","MLN_PER","A","1967",51.664,
"ITA","POP","TOT","MLN_PER","A","1968",52.042,
"ITA","POP","TOT","MLN_PER","A","1969",52.376,
"ITA","POP","TOT","MLN_PER","A","1970",52.771,
"ITA","POP","TOT","MLN_PER","A","1971",53.124,
"ITA","POP","TOT","MLN_PER","A","1972",53.499,
"ITA","POP","TOT","MLN_PER","A","1973",53.882,
"ITA","POP","TOT","MLN_PER","A","1974",54.39,
"ITA","POP","TOT","MLN_PER","A","1975",54.764,
"ITA","POP","TOT","MLN_PER","A","1976",55.07,
"ITA","POP","TOT","MLN_PER","A","1977",55.266,
"ITA","POP","TOT","MLN_PER","A","1978",55.446,
"ITA","POP","TOT","MLN_PER","A","1979",55.602,
"ITA","POP","TOT","MLN_PER","A","1980",55.657,
"ITA","POP","TOT","MLN_PER","A","1981",55.774,
"ITA","POP","TOT","MLN_PER","A","1982",55.995,
"ITA","POP","TOT","MLN_PER","A","1983",56.228,
"ITA","POP","TOT","MLN_PER","A","1984",56.344,
"ITA","POP","TOT","MLN_PER","A","1985",56.498,
"ITA","POP","TOT","MLN_PER","A","1986",56.576,
"ITA","POP","TOT","MLN_PER","A","1987",56.664,
"ITA","POP","TOT","MLN_PER","A","1988",56.763,
"ITA","POP","TOT","MLN_PER","A","1989",56.837,
"ITA","POP","TOT","MLN_PER","A","1990",56.737,
"ITA","POP","TOT","MLN_PER","A","1991",56.76,
"ITA","POP","TOT","MLN_PER","A","1992",56.859,"B"
"ITA","POP","TOT","MLN_PER","A","1993",56.44193,
"ITA","POP","TOT","MLN_PER","A","1994",56.62339,
"ITA","POP","TOT","MLN_PER","A","1995",56.74459,
"ITA","POP","TOT","MLN_PER","A","1996",56.82645,
"ITA","POP","TOT","MLN_PER","A","1997",56.94104,
"ITA","POP","TOT","MLN_PER","A","1998",57.04037,
"ITA","POP","TOT","MLN_PER","A","1999",57.078,
"ITA","POP","TOT","MLN_PER","A","2000",57.189,
"ITA","POP","TOT","MLN_PER","A","2001",57.348,
"ITA","POP","TOT","MLN_PER","A","2002",57.474,
"ITA","POP","TOT","MLN_PER","A","2003",57.478,
"ITA","POP","TOT","MLN_PER","A","2004",57.29746,
"ITA","POP","TOT","MLN_PER","A","2005",57.71593,
"ITA","POP","TOT","MLN_PER","A","2006",57.98418,
"ITA","POP","TOT","MLN_PER","A","2007",58.27189,
"ITA","POP","TOT","MLN_PER","A","2008",58.73968,
"ITA","POP","TOT","MLN_PER","A","2009",59.14009,
"ITA","POP","TOT","MLN_PER","A","2010",59.41965,
"ITA","POP","TOT","MLN_PER","A","2011",59.65969,
"ITA","POP","TOT","MLN_PER","A","2012",59.89803,
"ITA","POP","TOT","MLN_PER","A","2013",60.22473,
"ITA","POP","TOT","MLN_PER","A","2014",60.44791,
"JPN","POP","TOT","MLN_PER","A","1955",89.276,
"JPN","POP","TOT","MLN_PER","A","1956",90.259,
"JPN","POP","TOT","MLN_PER","A","1957",91.088,
"JPN","POP","TOT","MLN_PER","A","1958",92.01,
"JPN","POP","TOT","MLN_PER","A","1959",92.973,
"JPN","POP","TOT","MLN_PER","A","1960",93.419,
"JPN","POP","TOT","MLN_PER","A","1961",94.285,
"JPN","POP","TOT","MLN_PER","A","1962",95.178,
"JPN","POP","TOT","MLN_PER","A","1963",96.156,
"JPN","POP","TOT","MLN_PER","A","1964",97.186,
"JPN","POP","TOT","MLN_PER","A","1965",98.275,
"JPN","POP","TOT","MLN_PER","A","1966",99.054,
"JPN","POP","TOT","MLN_PER","A","1967",100.243,
"JPN","POP","TOT","MLN_PER","A","1968",101.408,
"JPN","POP","TOT","MLN_PER","A","1969",102.648,
"JPN","POP","TOT","MLN_PER","A","1970",103.72,
"JPN","POP","TOT","MLN_PER","A","1971",105.014,
"JPN","POP","TOT","MLN_PER","A","1972",107.332,
"JPN","POP","TOT","MLN_PER","A","1973",108.71,
"JPN","POP","TOT","MLN_PER","A","1974",110.049,
"JPN","POP","TOT","MLN_PER","A","1975",111.94,
"JPN","POP","TOT","MLN_PER","A","1976",113.089,
"JPN","POP","TOT","MLN_PER","A","1977",114.154,
"JPN","POP","TOT","MLN_PER","A","1978",115.174,
"JPN","POP","TOT","MLN_PER","A","1979",116.133,
"JPN","POP","TOT","MLN_PER","A","1980",117.06,
"JPN","POP","TOT","MLN_PER","A","1981",117.884,
"JPN","POP","TOT","MLN_PER","A","1982",118.693,
"JPN","POP","TOT","MLN_PER","A","1983",119.483,
"JPN","POP","TOT","MLN_PER","A","1984",120.235,
"JPN","POP","TOT","MLN_PER","A","1985",121.049,
"JPN","POP","TOT","MLN_PER","A","1986",121.672,
"JPN","POP","TOT","MLN_PER","A","1987",122.264,
"JPN","POP","TOT","MLN_PER","A","1988",122.783,
"JPN","POP","TOT","MLN_PER","A","1989",123.255,
"JPN","POP","TOT","MLN_PER","A","1990",123.611,
"JPN","POP","TOT","MLN_PER","A","1991",124.043,
"JPN","POP","TOT","MLN_PER","A","1992",124.452,
"JPN","POP","TOT","MLN_PER","A","1993",124.764,
"JPN","POP","TOT","MLN_PER","A","1994",125.034,
"JPN","POP","TOT","MLN_PER","A","1995",125.57,
"JPN","POP","TOT","MLN_PER","A","1996",125.864,
"JPN","POP","TOT","MLN_PER","A","1997",126.166,
"JPN","POP","TOT","MLN_PER","A","1998",126.4864,
"JPN","POP","TOT","MLN_PER","A","1999",126.686,
"JPN","POP","TOT","MLN_PER","A","2000",126.926,
"JPN","POP","TOT","MLN_PER","A","2001",127.291,
"JPN","POP","TOT","MLN_PER","A","2002",127.435,
"JPN","POP","TOT","MLN_PER","A","2003",127.619,
"JPN","POP","TOT","MLN_PER","A","2004",127.687,
"JPN","POP","TOT","MLN_PER","A","2005",127.768,
"JPN","POP","TOT","MLN_PER","A","2006",127.77,
"JPN","POP","TOT","MLN_PER","A","2007",127.771,
"JPN","POP","TOT","MLN_PER","A","2008",127.692,
"JPN","POP","TOT","MLN_PER","A","2009",127.51,
"JPN","POP","TOT","MLN_PER","A","2010",128.057,
"JPN","POP","TOT","MLN_PER","A","2011",127.799,
"JPN","POP","TOT","MLN_PER","A","2012",127.515,
"JPN","POP","TOT","MLN_PER","A","2013",127.298,
"KOR","POP","TOT","MLN_PER","A","1960",25.01237,
"KOR","POP","TOT","MLN_PER","A","1961",25.76567,
"KOR","POP","TOT","MLN_PER","A","1962",26.51303,
"KOR","POP","TOT","MLN_PER","A","1963",27.26175,
"KOR","POP","TOT","MLN_PER","A","1964",27.98415,
"KOR","POP","TOT","MLN_PER","A","1965",28.70467,
"KOR","POP","TOT","MLN_PER","A","1966",29.43557,
"KOR","POP","TOT","MLN_PER","A","1967",30.13098,
"KOR","POP","TOT","MLN_PER","A","1968",30.8383,
"KOR","POP","TOT","MLN_PER","A","1969",31.54427,
"KOR","POP","TOT","MLN_PER","A","1970",32.24083,
"KOR","POP","TOT","MLN_PER","A","1971",32.8827,
"KOR","POP","TOT","MLN_PER","A","1972",33.50541,
"KOR","POP","TOT","MLN_PER","A","1973",34.10315,
"KOR","POP","TOT","MLN_PER","A","1974",34.69227,
"KOR","POP","TOT","MLN_PER","A","1975",35.28073,
"KOR","POP","TOT","MLN_PER","A","1976",35.84852,
"KOR","POP","TOT","MLN_PER","A","1977",36.4118,
